code,countries,category,name,centroid,activationTime,lastUpdate,drmPhase,closed,n_aois,n_products,search_snippet,past_items_search_text
EMSR192,[{'short_name': 'Italy'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Northern Italy,POINT (8.16 44.77),2016-11-24T20:04:00,2016-12-02T15:23:00,response,True,33,34,"Starting from November 22nd, heavy rainfalls are involving the territory of North West of Italy, in particular the Regions of Piemonte and Liguria. The bad weather conditions and the persistence of precipitations have caused the increasing of hydrometric levels of all the rivers in particular in...",
EMSN031,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}","Forest fire damage assessment and landslide risk, Madeira Island, Portugal",POINT (-17.035 32.709999999999994),2016-11-11T01:00:00,2026-01-20T09:56:15.242783,recovery,True,2,92,"This activation focuses on damage assessment and landslide risk assessment relating to major forest fires in the municipalities of Funchal and Calheta, Madeira in August 2016. Key assets (infrastructure, environment, human life, economic sustainability, etc.) are also identified and related with...","This activation focuses on damage assessment and landslide risk assessment relating to major forest fires in the municipalities of Funchal and Calheta, Madeira in August 2016. Key assets (infrastructure, environment, human life, economic sustainability, etc.) are also identified and related with the severity of impact. The service involves:

To optimize the efficiency of the preventative measures to be implemented, risk maps (landslides) and damages maps (burnt areas, grading) at large scale ( Population and Assets at Risk Map - Landslide Risk Assessment Population and Assets at Risk Map - Landslide Risk Assessment Population and Assets at Risk Map - Landslide Risk Assessment (Details, Tile 2009) Population and Assets at Risk Map - Landslide Risk Assessment (Details, Tile 2008) Population and Assets at Risk Map - Landslide Risk Assessment (Details, Tile 2007) Population and Assets at Risk Map - Landslide Risk Assessment (Details, Tile 2006) Population and Assets at Risk Map - Landslide Risk Assessment (Details, Tile 2005) Population and Assets at Risk Map - Landslide Risk Assessment (Details, Tile 2004) Population and Assets at Risk Map - Landslide Risk Assessment (Details, Tile 2003) Population and Assets at Risk Map - Landslide Risk Assessment (Details, Tile 2002)"
EMSR190,[{'short_name': 'Italy'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in Central Italy,POINT (13.14 42.88),2016-10-26T22:45:00,2016-11-17T09:47:00,response,True,33,46,"On the afternoon of the 26th of October a new earthquake, with magnitude 5.4, has shocked the central Italy with the epicenter close to the area already affected by the earthquake on the 24th of August. A second quake happened in the same area with a magnitude of 5.9. The Italian Civil Protection...",
EMSN032,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}","Forest fire damage assessment, Portugal",POINT (-8.21612 40.898399999999995),2016-10-17T01:00:00,2026-01-20T09:56:25.083357,recovery,True,1,120,"The scope of the service request EMSN032 is to generate damage delineation and grading maps of 41 different forest fires in mainland Portugal that occurred in July and August 2016. The affected area had an overall extent of 887 km².

The service consists of detailed reference maps and damage de...","The scope of the service request EMSN032 is to generate damage delineation and grading maps of 41 different forest fires in mainland Portugal that occurred in July and August 2016. The affected area had an overall extent of 887 km².

The service consists of detailed reference maps and damage delineation and grading. Additionally, assessment of post-event slope stability, erosion and accessibility to the affected areas were requested. All layers were produced at the cartographic scale of 1:25,0 Reference map Assessment of Access Erosion Risk Fire Delineation and Grading Landslide Risk"
EMSN030,[{'short_name': 'Ukraine'}],"{'slug': 'other', 'name': 'Other'}",Ground deformation mapping and monitoring by satellite based multi-temporal DInSAR technique,POINT (23.86 47.95),2016-10-17T01:00:00,,recovery,True,1,40,,"EMSN030 was activated by the National Directorate General for Disaster Management, Hungary, on behalf of the EUCPT (Scoping Mission in Solotvyno salt mine, Ukraine) on 12/7/2016. The crisis related to the structural deterioration of old salt mines due to flooding of mine shafts and subsequent contamination of the Tisza River. Underground cavities and sinkholes emerged, threatening the local population, as well as industrial buildings and engineering systems.

In order to monitor the ground def Current Trends Map - Sinkhole and Landslides Risk Map Current Trends Map - Sinkhole and Landslides Risk Map (Details, Tile 1004) Current Trends Map - Sinkhole and Landslides Risk Map (Details, Tile 1003) Current Trends Map - Sinkhole and Landslides Risk Map (Details, Tile 1002) Current Trends Map - Sinkhole and Landslides Risk Map (Details, Tile 1001) Current Trends, Period: 2016-2017 Map - Ground Deformation Dynamics Current Trends, Period: 2016-2017 Map - Ground Deformation Dynamics (Details, Tile 1004) Current Trends, Period: 2016-2017 Map - Ground Deformation Dynamics (Details, Tile 1003) Current Trends, Period: 2016-2017 Map - Ground Deformation Dynamics (Details, Tile 1002) Current Trends, Period: 2016-2017 Map - Ground Deformation Dynamics (Details, Tile 1001)"
EMSR188,[{'short_name': 'France'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Southern France,POINT (3.51 43.67),2016-10-13T02:15:00,2016-10-14T20:24:00,response,True,7,3,"Heavy rain fall (300mm to 400mm) has been registered during 12 hours over the Herault department. This precipitation could induce flash flood over Orb, H√©raulet and L√®z rivers basins and orange early warnings have been issued by the National Central Forecasting Centre",
EMSR187,[{'short_name': 'Romania'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in Romania,POINT (27.79 45.62),2016-10-12T20:41:00,2016-10-18T01:27:00,response,True,4,8,"As a result of rainfalls recorded in the past hours and days, flood warnings have been issued by the National Institute for Hydrology and Water Management in Galati County with the possibility of important leaks occurring on slopes, torrents, streams with severe effects of local flooding. Heavy r...",
EMSR186,[{'short_name': 'United States'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical Cyclone Matthew in Southeastern United States,POINT (-81.77 30.169999999999995),2016-10-06T20:55:00,2016-11-08T17:49:00,response,True,25,41,,
EMSR185,[{'short_name': 'Haiti'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical cyclone in Haiti,POINT (-72.7885 19.038),2016-10-03T16:46:00,2016-11-09T14:22:00,response,True,59,133,"A ferocious hurricane is threatening to wreak havoc on Haiti as it trudges through the Caribbean Sea. Hurricane Matthew, a slow-moving storm, is expected to dump dozens of inches of torrential rainfall over Haiti in the next hours, with great danger for population and infrastructures.",
EMSR184,[{'short_name': 'Australia'}],"{'slug': 'flood', 'name': 'Flood'}",Floods in South Eastern Australia,POINT (147.13 -33.17),2016-09-26T09:43:00,2016-10-27T04:55:00,response,True,9,29,"Starting from Saturday September 24th, heavy rains have hit the South Eastern part of Australia. Approximately 34,000 square kilometers of the Lachlan river catchment is flooding, with several cities affected, hundreds of people evacuated and 100 properties affected by floodwaters according to th...",
EMSR183,[{'short_name': 'Taiwan'}],"{'slug': 'storm', 'name': 'Storm'}",Malakas Typhoon in Taiwan,POINT (121.52 24.27999999999999),2016-09-16T11:23:00,,response,True,0,0,"According to the authorities in Taiwan, Typhoon Malakas is expectd to affect the eastern and northern parts of Taiwan, with strong wind and torrential rains on the whole day of 17 September 2016. Potential disaster hotspots have been identified in the Yilan and Hualien counties, as well as in New...",
EMSR182,"[{'short_name': 'Romania'}, {'short_name': 'Ukraine'}]","{'slug': 'other', 'name': 'Other'}",Salt Mining at Ukraine-Romania border,POINT (23.85 47.93),2016-09-15T18:35:00,2016-09-16T16:00:00,response,True,8,8,"The condition of the salt mine in Solotvyno, Ukraine, is deteriorating. A cross-border environmental disaster in Ukraine, Romania and Hungary could happen if salty water reaches the Tisza River.",
EMSR181,[{'short_name': 'Taiwan'}],"{'slug': 'storm', 'name': 'Storm'}",Meranti Typhoon in Taiwan,POINT (120.33 22.64999999999999),2016-09-14T19:55:00,2016-09-19T16:35:00,response,True,6,18,"Meranti typhoon, world‚Äôs strongest so far this year with a category 5 storm, hit the Taiwan Island on Wednesday the 14th of September 2016, threatening southern and eastern cities with strong winds, torrential rain and flooding. The authorities in Taiwan have received reports of floods and wind...",
EMSR180,[{'short_name': 'Greece'}],"{'slug': 'fire', 'name': 'Wildfire'}",Fires on Thassos Island,POINT (24.65 40.679999999999986),2016-09-12T14:36:00,2016-09-15T14:45:00,response,True,1,2,"_x000D_
On Saturday 10-09-2016 morning, four fires that started on the island of Thassos (NE Greece) and continue to burn for a third day. The fires were probably caused by strong lightning activity in the island that was not followed by rain (Dry storm). Villages have been evacuated. _x000D_",
EMSR177,[{'short_name': 'Italy'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Earthquake in Central Italy,POINT (13.25 42.69),2016-08-24T10:13:00,2016-09-08T10:21:00,response,True,33,79,"In the first hours of 24th August 2016 an earthquake occurred in the centre of Italy involving a very large territory including several Regions (Lazio, Abruzzo, Umbria) and Municipalities. After the main shock several others occurred in the areas producing casualties and damages on structures and...",
EMSR176,[{'short_name': 'United States'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Louisiana,POINT (-91.4847 30.4149),2016-08-14T16:11:00,2016-08-24T10:02:00,response,True,10,47,"On 12 August 2016, heavy rainfall started in Louisiana, sending area rivers toward historic crests and causing at least three fatalities and thousands of evacuated people. Many missing people have been also registered. The areas surrounding the cities of Batoun Rouge and Lafayette are the most af...",
EMSR175,[{'short_name': 'Portugal'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in Madeira Island,POINT (-17.02 32.74999999999999),2016-08-10T14:06:00,2016-08-16T22:51:00,response,True,2,14,,
EMSR174,[{'short_name': 'North Macedonia'}],"{'slug': 'flood', 'name': 'Flood'}",Flood in Skopje,POINT (21.489999999999995 41.989999999999995),2016-08-08T11:44:00,2016-08-16T14:58:00,response,True,8,17,"On 6 August 2016, the city of Skopje has been affected by heavy rain, lightening and strong winds. Large parts of the city have been flooded, particularly in the northern suburbs. The most affected areas are the villages of Stajkovci and Haracinovo, as well as Skopje's suburbs of Butel, Cento and...",
EMSR173,[{'short_name': 'Spain'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fire in La Palma Island,POINT (-17.83 28.55999999999999),2016-08-08T09:21:00,2016-08-10T14:21:00,response,True,1,5,,
EMSR172,[{'short_name': 'Portugal'}],"{'slug': 'earthquake', 'name': 'Earthquake'}",Seismic activity in Brava Island,POINT (-24.7 14.849999999999993),2016-08-03T18:06:00,2016-08-04T02:04:00,response,True,1,1,"Increased seismic activity on Brava Island, Cape Verde, was observed the 01 August 2016. There were low intensity tremors felt in coastal areas. Authorities have evacuated 300 people from the island situated in the south of the Cape Verde archipelago in the Atlantic Ocean due to concerns of a vol...",
EMSR171,[{'short_name': 'Italy'}],"{'slug': 'fire', 'name': 'Wildfire'}",Forest Fires in Sardinia,POINT (8.9 40.17999999999999),2016-07-13T18:36:00,2016-07-28T15:00:00,response,True,3,3,"From 1st to 4th of July the territory of Sardinia Region has been interested by several fires which involved _x000D_
large areas of regional forested territory up to towns and villages. Several damages occurred in the areas.",
EMSR170,[{'short_name': 'Taiwan'}],"{'slug': 'storm', 'name': 'Storm'}",Tropical cyclone in Taiwan,POINT (121.16999999999997 22.979999999999997),2016-07-07T06:47:00,2016-07-13T11:21:00,response,True,9,20,"The Typhoon NEPARTAK-16 has reached its peak intensity as a Category equivalent tropical cyclone, and is expected to have a high humanitarian impact based on the storm strength and the potential affected population. It is forecast to continue moving north-west and it may make landfall along the e...",
EMSN027,[{'short_name': 'Somalia'}],"{'slug': 'other', 'name': 'Other'}",Monitoring and assessment of local humanitarian recovery construction projects in Somalia,POINT (48.06157 7.35932),2016-07-05T01:00:00,,preparedness,True,7,35,,"The scope of the service request EMSN027 was to monitor advances made in the implementation of local humanitarian recovery WFP-funded construction projects in Somalia, in particular drought mitigation measures, and to assess their impact on the surrounding vegetation recovery.

[Image: 10_41_33.png]

The products of the EMSN027 activation can be grouped as follows:

Reference maps

[Image: Untitled(3).png]

Vegetation maps

For the assessment of vegetation vigour and biomass, the tem Vegetation Vigour (Overview A7) Reference map (Overview A7) Reference map (Detail A7) Green Area Extent (Overview A7) Biomass (Overview A7) Vegetation Vigour (Overview A6) Reference map (Overview A6) Reference map (Detail A6) Green Area Extent (Overview A6) Biomass (Overview A6)"
EMSN026,[{'short_name': 'Spain'}],"{'slug': 'industrial', 'name': 'Industrial Accident'}",Post-disaster assessment of toxic cloud dispersion after an industrial accident in Catalonia/Spain,POINT (1.6149999999999998 41.584999999999994),2016-06-27T01:00:00,2026-01-20T09:54:38.763285,preparedness,True,1,200,"This activation concerns the monitoring of a toxic cloud in the hours following a chemical explosion on February 12th, 2015 in Igualada, in the province of Barcelona, Spain. The accident at Simar SA company (distribution and logistics of chemicals) was the result of an explosive chemical reaction...","This activation concerns the monitoring of a toxic cloud in the hours following a chemical explosion on February 12th, 2015 in Igualada, in the province of Barcelona, Spain. The accident at Simar SA company (distribution and logistics of chemicals) was the result of an explosive chemical reaction, resulting from a mixture of Nitric acid with ferric sulfide and a third substance which has not been determined. The chemical reaction between these elements resulted in explosion and release of a toxi Reference Mapping Land Use and Land Cover Map Industrial Accidents Risk Assessment 2015 - Toxic Cloud Concentration Industrial Accidents Risk Assessment 2015 - Toxic Cloud Total Column"
